,from,to,filename,start_location,end_location,distance,polyline
60,16,11,Morelos-Cuernavaca+Guerrero-Chilpancingo,"(18.9318783, -99.2755844)","(17.5477072, -99.5324348)",191277,_rprBhe||Q_DeKvRqNv\_NiCtDd^mMhGq@fFeHzFyEyEcQpW}QhFaCNeD~DaBbYoJfMkIlLhBdMvC~IkEzk@uSjKgEnK{EoBqFgB}EeB{E`FcFlX{Jt_@iLxEeO|RyHhFqA`D_Dc@kCJW|AeDn@LfLwExDqE|Ji@hU_OjL`AnJcF`HTdCcDsC}DuH{@qCsCbm@oBbjAiSpfB~EzcE~PbwAjGvuAvr@jMrSpXfLdc@xf@|Z|Oh{Abn@be@lPrQtQrI~RxOnLbv@xb@vqBxiA`|BtnApnB|Cxz@b@jaAqChyC}h@dc@yMb]ei@jdAqwBlyCwhGt\u\dm@m\d{AgZxo@mTjb@aThw@eGjTgCnu@kSbs@cp@~SyKb^gDvVoPtc@mWpp@qSlh@`Brm@fIhm@zGp^YvRhClOxHnZnKbrAm[h^aGfWPle@qAtV{H~TcCr[xM~RbIlY|BnVxDnRlMjU`OvP~Bni@qC`\lBbPjIl\rPfhAt^~b@fQt^tUta@xPhl@rOnRhAlPyC|b@uFb_Bdk@fb@dNva@yHbd@eLjPgD~ObAvi@bg@dSzMnTBdk@sElZsAbZfD`}@pM~b@fDbi@qLtr@ma@fPiK|R_Ebg@mChZeKtPsBtRbHld@`^~r@fEnmAvKz_@qAbm@}G`e@qN|]g@bd@`Av_@mGrr@{Oz\hAfi@pVxUfL`PrQxUju@lUnZ|TzIh_@~A`_@vElZ`j@zSzf@rR`Pz_@tKle@zS|d@hg@p_@fa@pHdEfh@`Kbj@tN`u@bl@~g@dX|Zf]dg@zy@xa@`aApOnYnOdMdr@jk@bn@f_B~i@lo@~p@hh@~Zv[nR`_@xInq@rJ`NdPdAvSqHxJ^f\|Rvh@rRbd@oDbUv@`e@lo@tkAnWjd@v\dZx_@pp@zB|cA~W`SpI`PpTvQdGfWwCp`@pE|PeFnLxHyAfOwMhQi[vb@qFn[xBhNvJ|MlIhTtSzUbRtQ|Vnd@|ObYhQ`Kf^rM|y@|\|o@j^ro@bi@|VpYfLfUrQnd@bQlJjXbHl{@aTrgAkMtXjDfTrQfe@v`@xMjCj\sD|UQvVvQpYzX`PpVlQ`Gj_@]tUzBtc@`c@jRxKlZWbiAmKxWmBvMkGnW_VhNq_@ni@wM|TnDbQtD~O{@~XwDvQpFz\xSxj@ph@jOtAl`@eJlSuDzM|A`^z`@lt@zk@|m@dVn[{M`d@xAth@xDhPaEt|AcXzmAmRrhAsKbs@mH{ApAQtKb@fK~D|AfI|MlAfQiCfFwA~IeFbE}NdFlD~LzCnTfH`Lx@lI
61,16,20,Morelos-Cuernavaca+Puebla-Puebla,"(18.9318783, -99.2755844)","(19.040034, -98.2630052)",164966,_rprBhe||Q}A_FaAeDaX`RmMrNcHbH{UlGkVnO_VfLcMTiOpI_J|GjES}ChCcRfC_GoBqSdTqCiA^gEd@qDiQxIwGzEtAiDbQsTIcGrAoFzJwI~JcMdNqIrc@i[zU}T|AwPvWoKdIaJbRiXtIaHzFsML?LO|CiIfNgLfEiSlAoBsAkAkJwDiKvCuOD_M{D}HlBca@OPsMi@_Fw_@nC}|@rF{Ome@YcBwAmGuF{D_BVJ|DaC`FeEz@}Ew@oEiGe@sZ}AaFkIwGwQy@_HqCqHy\e@}t@sCyQiUa[}PgVkIkTkZkV_Kk\uQwNmQ}ZoLcVyBeScOqi@{A_ZeBeWpBcKz@_PaCg_@tBoXuCy`@rIac@nEiV~HgPxH}b@nGuLbUwAhHwAzDqFzFyJ~F{AtLiChL}JhG}]|JgH~F{FXiQpFyIbMC~Fs@lCsFAaPvFaL|HyJJwN{@yI}C{UrEwHrIgElFuEdAgHuEeOi@mLjKeInOoOvCcMbDmO|TkJjB}OrDaLvIoBtGtBpWdDtHZfI}GbBkMvD_FdNqArR_JlCgHsAeLgBkNpGw[`S{QbKq@jJ{BjCwDn@_KyCaNl@cIzLcUl@wRhhAgnA~`@gw@~d@erAxMcUvNiOpj@cs@naBoqAncBi{AxaBeyAlh@{o@bg@cd@vd@}Jdh@gDnXcAvi@gYfe@}Hld@}@tq@l@rLyThPwRhToRnb@oTrZ}[lTqCz^kc@|UyD`FsEnNuc@lQoj@bGcStDo`@jFom@zpAwbDdeAekC`w@go@xXax@hUct@lZcl@lm@kcA`EkBDdCsKkEcHu@a_@rEk[rBgYaGeYsN}g@sKsy@mc@{j@qg@_u@mr@_\mJqu@iMua@}OwYeLyUaHoToVqUm]mX}_@cU{TqQgYk]wTua@mV_KmQkIcSiUyJcKgGkNmTsGoQzBeNlWg\zJ}Vh@a_@}Ake@aHwnB}QwrDsD{d@cTeb@gg@y~@b@ed@lCcy@`Bgc@qEuX_c@}vAwSar@oToj@}Syn@aTmYul@in@crA_uAkP}Ok_@oR_~Agt@{yBkw@mp@qTma@_KyMiJiCmUsCib@kTqyAmG_`@aHuJgw@sh@cIkI}A{FxF}{@tJgiApFoq@|KmjAvXmb@tFgBg@~EqXiMcz@kg@{n@o_@m^}Piy@gf@wO}MoKcb@Csj@kAor@}A_X_A}p@j@e]oBcR{NkR_Qkd@uCcu@qHse@u|AavCsv@{wAel@ahAiIkTrEh@GfBig@nQsdAn^aQxFiJzRmClHtBjA`@jA
62,17,9,Nayarit-Tepic+Durango-Durango,"(21.5009705, -104.9486637)","(24.0226943, -104.6827442)",458240,sogbCbho_Scx@fRkd@wmA_AiWh\qMjU}Dye@|Fur@z\mdAr|Aox@rd@_u@j}@uw@ltBws@leAghAt`@goAbm@kwD|iAgiAhp@idACsj@pUsm@oCiHbq@_n@vZuuA|u@kcH`iC{mCv[k~CwKidElRwvDd{@}`Lf{B{dDwB_fBvvAinGp`CgrCpdCguHpsEgeDpnE}sAdkB__Bd`Aq}F~nAofCjl@ccBx_@azCr}Bi`EzfBuvCv}@}vG`jC}dF~fCs|OfhIisDn~EuvDfxGujCpsD}|@`}AgUpcCaUliAqcC~lBcwE`y@ymIR}vAzIipC~hAksDh_BerBzx@{vAtn@i|BdhD}iDvcGaiC|u@cxB|cAoiArgAsmDfeEcqFbaFsoBnfAosAfzAqyBx~BygCzwCw`DltEczAxiDg~AbqFkgFtoHqmFtdHsuD|`EqnClgHci@`aAck@ui@}gAkrCgbAcs@ox@clAgQkgBe~@_|Cet@u|Co_C_tCobDkcBip@_d@q]gw@qjA}jBo{AihAk~@keAk[q}@{c@cX_w@uc@cYqXiD{l@`Kce@wSeIgm@kc@ifArK{vAuSmNehAyRoj@pBky@o^qOiS`^aVxBuPys@`LqqAcq@}TwCgt@cj@mYlMcq@}B}`@em@kj@}QjR}[vMcc@bRgd@uB{sBqdCyl@_Me[oi@er@uIqo@ui@t@aa@_Rec@_l@ug@vj@o`@oRej@_wAk_@gHw[qc@kkAoo@~Jsk@_Ecr@u\sR}h@oHmt@m]c`@aYnCaSgY_WuK}SzNiUav@{t@k_@iq@cBeb@g^wZ}n@c`@ws@mGcfAaEeh@zi@qf@iB{q@{E}Z}SwG{UyI_Tuh@cLw}Asi@u_BuW}Oiv@h\uLh_@ef@u\o|@sQib@}k@_c@omA}MwNeWxEys@cYyk@en@gw@owBoOq|@p\kx@pBau@u_@c[yx@_nAfOabCel@ssCyj@icA_}@ud@ks@oo@qk@cpAjXeaA|b@wo@bGyaCupAm}Bai@mtCwn@ubAkcAsDoz@cXi{@whA{rBshA{`Ayz@mm@}iAib@enCeuAo`Dsc@ckCoEkwAm`@ebDsjEifCmwA}bA{y@adAo[ydBy]iwBsv@uuD}{@ew@hT{oB_Z_iAiJwaBjAa}@sUyg@{n@}hBkWiaBab@wyA}CkwAbc@sdAj[m]lIak@oTg}AcUcgAadA}wCsiBqfFo@g{A~TsuAjOwkAs_@msAbNikDa]ajBvaAoD`Z}gBwm@mu@y|@ym@ed@_WeOyb@aZw@
63,17,24,Nayarit-Tepic+Sinaloa-Culiacán,"(21.5009705, -104.9486637)","(24.8049008, -107.493354)",496155,sogbCbho_SqEgEgHbGaMpHgZxFkd@wmA_AiWh\qMjU}Dye@|Fur@z\ya@``@sa@p{@u^`MyXpVsT`i@k_@hSyRpp@{c@zbAws@leAoXhRwn@jMmm@jNy`@v]kwD|iAif@rP}a@t^mX~D{j@cEiSxAiVvRkTdAgXuEeIzGJxN~DjKoD`LoSfHeGcAwHx@qGxQw\|YcO~Iyg@~OezCdjAehCz}@mbApPmjAdJkgAE_vAqKacB|Aal@n@es@~M_nBdf@wgA~Sm_Cbd@cjB`i@kuD`l@am@fFmi@kGop@{H{ZfFm_Anu@qe@f`@es@t^_vAbe@ccCvz@grCpdCyaApx@u_Avg@wqDfqBgeDpnE}sAdkB_^tc@_`An[qyCvw@_cBfVukAbQyy@fZccBx_@a]`Ne_@b^y{AloAi`EzfBehA|LomAxo@a~B`u@{wC~sA}dF~fC}wHf|Dk`EngBib@nb@isDn~EedBhgCoqA|oCujCpsD}|@`}AgUpcCqFfn@oMdZqcC~lBcwE`y@ymIR_}@d@}XtHipC~hAksDh_BerBzx@{vAtn@cm@`n@wVrc@mv@ntA}iDvcGmSrQw]pH{uAvYcxB|cAoiArgAsmDfeE_|AjoActCvpCi}@hv@iq@dO{t@l`As]xXer@`g@kfAvvAygCzwC_kAfrAwtAdaCmt@lpAud@jxAg~AbqF{zA|zBokCvsDoeCjlDagBhwB{nBtqBweAfnAqnClgHajBfyEcKp`C_Epg@ip@|_Ckl@~kA{v@zdA}oB`oBksBthBcf@vc@u]~h@ye@~dA_t@|aAcRpy@YnpAwD`a@kJhMco@~|@{XbeB}Dzo@zH~WfFpj@wKh^y`A~~@{tBxkBqeBlqBseDjyD_zE~jDmoDtrAij@nWk[x_@qvAzeBacA|mAsoBzjBys@lq@mSj`@e_@d}C}Xlb@}sGfuEssFv_EiqGhrE{}AtfAauAf[cwHh}AwoBtuAug@phAygCl`Gik@|iAgdAzn@auDncBccEd~AemDp_BawB~kAknCfoAgiFbpB}|@zb@ypBbpAmkFtgDswJtkGckGvyEucCxqBamBjkAgeHvwDwfJzeFikGbbEu}HdkF_hGtmGopH~}HwwEx_Ee}JheI{~FtjEuiCxoBw_B~iAazEveDmzN|xJw`AvoBqHzHcRv@s{AeQ}fBM}~AxPgh@tCoA}GnHwLbA}pBBijBsSe_AiBu^sOeCuYmPkMwHkDme@hCun@bTwqA~P{h@zLmp@zQbAjNfB~Nbd@nIbRpWsA
64,17,13,Nayarit-Tepic+Jalisco-Guadalajara,"(21.5009705, -104.9486637)","(20.6737883, -103.3704326)",208646,sogbCbho_SqEgEgHbGaMpHgL~F_MEuUwn@uM_^gDgLfBaJpGoIvSaCb]uEdn@yRnS}MnGed@hFiOhm@oa@vb@aHznA_dAtNuS~L_RjJeVtRas@`EiReCkOeLil@uJ{n@kI{j@jA{PxVacA|ZefAxx@stAltBsvBpw@a}@hjAwqB|b@ou@pl@o|@f}@mkAru@}fApu@yuAfWwb@z^ab@vk@cn@`z@am@~qBotA`k@yY|`@o_@hi@kPhb@yX~b@eAfMi@fJsFxZuq@jf@}h@bWiKno@yN~vAucAxgAk_@~yAu[bT{If^eZph@s^n^_ShLyN|Uyh@|b@cz@bk@ybAnU{_@nQsPt\{r@nD{l@tGeYtc@gdAtd@emAzg@izAhQ}Wby@oh@|VwXhZyd@xQgXrLsIr_@kKf_@kIj}@yX|eAch@lUkZt\gk@jlAyeBtUwZtViKt|@wQvTyJfQyc@lO}U|f@og@tQyf@xPyUpJ{WwCsWgNcb@aR}^kE_Sv@yn@fAq`ApCgpAjc@ehEjIuz@jFgiArIalCdSkn@pDmZ`CkRnDoEhQiF`@aKoHeJk@cVvFyNvJaChJuFwAoOvDqJ`LcKnMt@xHeLnLuEdAmRbDeGrOgJtHqKzR`IfH{GnOoFxLaNvAmG_FePoSuUmMyCwTOkMgAeHIeDwDiDeEeIeAkIsFjD_IbN?bFwO~IeMoBiKcKmKmCaXx@sFzGwHtIsDxA}FpA}ObL_U`Ga[wCa`AiHqTU{FpEcQzV{]rS{YpQcd@`ImRzA}PrBmb@nCyH|PsRlKePbIuY`Jw_@|r@gi@xq@_k@jQkQrVcLpSeF`KsDbIsOpGkZrMuVjn@ekApW_g@fMuh@|ZseBlM}l@jSwt@|PsZpo@uo@tj@uj@pt@ih@pPoLlGkN{Ly~@eNax@bAmQxk@iy@jNcWfQmi@~U{t@bZ}z@rm@ejA~XijAb_@q|@z`@wi@lIkN`Koc@lQ}|@~f@slApEiX~B}k@jFwWvI}TlPkc@d_@}lAfWcb@nXg\lp@ax@lZs^hPaXjf@qnAxXot@nUmsAbE_j@Ia{@zAukA|g@kaDd^cnB~Kel@vMca@`l@u~Ap\ukAbZsnAphA_uCzYmaA~LcYn`Akr@zPwLhJkPbQau@hHab@yCaa@]sTrEuZsFsf@eJ{o@hCeYpBsPe@iNfGcv@pFi`@lMcc@rXq|AfQq`AjLcg@lOeTbp@yi@pv@ao@j[q^p^wf@xMiRxHkTnOulAr\giCdAcdA|AwXkAsCxDuFMqq@e@{i@
65,18,7,Nuevo León-Monterrey+Coahuila de Zaragoza-Saltillo,"(25.6487281, -100.4431802)","(25.4303723, -101.0532635)",89692,{`q{Czv`dRgBdLs@|Bm@~@{@CWk@C{BCsBaA{AGkBb@cAWo@uA_Aa@_BsAwBQ_@Zs@b@MCUi@JYVs@bCi@NUN?\Rd@`@tEi@jIy@rGoDvCWNNRFh@\~@xBpAnC~Az@pDDRPIfAMfFOp@Zx@~CTtADr@c@A[GaBLaHR{BMgDD{Dh@sDEyI[uDMAg@x@gDz@_Df@?ZR~@bAbFFvGB`KNlDtA`AhA`AzBX|Ci@fE}EtIiR|[yPx\}EpJgFpLaEbQqCvO}Gb_@_DjP{ChLiL``@wEbPyMpc@sSfr@_c@zwA}N|h@gU~cAsCzNyAfMg@tJyBrn@a@lKaAlL_AtGyDdQ}WbeAoBtLUhEWv]?rb@s@rViD~h@oDzi@oDd^iBzM_A|LHfGnAdKtOtn@xW~dAnFnPtGhOxf@pcAhQz_@bH~MzOp`@tYts@fNp_@bIzYvX|dAzF~PlK`SnR~YtGxJpHhOpDrKnAxEfElVbHbe@xFf]tF`VnHnWpd@r_BlN|e@xFxT~Gp\vJxe@|Hp_@rGnTzFtO|Nx_@`LpZrCrLnHdg@xI`o@~Jzi@lOvu@rBhLd@hETlJuAj`@m@xQmAxOgJ~_@kBbIiDbNiBjJa@pFMfI\jZCrXXvt@Zze@b@xl@@`k@Vdi@XzORnC`B~JtAdEzDdIbHxKhLxQzR|ZtI|LfTx\xKrMb\zWjbAxv@bb@r\hGtGzDdFtPfX`Y`d@|MzTrQtVjTjYzOpSdKhLdEvCpKlEj\zFn\pFnMjCjVxIp`Aba@l^`P`KlFpBfBfEtF~BtFnBfHlIr\|BzHxBjErClDbIbGzRlM`D~BxEjFvBxDvBbG`DjJlDlK~ItWhEnGhBtAnHrDnMnFhPbHtHhD|CtBzFfGxDzFtOvTrL|N`S`U~YlWbZxVvj@bf@bIxGhJlGtFpCrHnDxFtDlCnCtCjEpBhEjFjMzBnFbFnMd@zAnEhHbHjFjD|AtJxBx@x@RlBc@rBc@j@uAVw@u@SsE@{CDaFPu[FcT{AcPqCqSkB{FoEcIwAgDa@oBQmDVwDtB}L`FeZxDmVbAoDhAgBzBaD~HmKlPqUxFoH|EsFzBwA`GqCpDaBpFmE`EwDdC}BhD_CnBg@|C@vXfBvHlAbCn@`D]b@b@KZuBdF{A|D[zA~D~BrDlBi@nEYjCAxA]hEaAhEO|CU`BaB~CuBrEe@bAoBxEkDdIeApCw@dGWtCMxFnFtLjFnE~CvB`EOZlE|NsAhAj@tAXjAUZQGhA_@pAqJ`WuBlJyArAiGlA
66,18,27,Nuevo León-Monterrey+Tamaulipas-Ciudad Victoria,"(25.6487281, -100.4431802)","(23.7409928, -99.1783574)",299232,{`q{Czv`dRgBdLuDlCqAwL_EkKmAn@gOsHrDoOyGuj@cK{^pAiLiW}AuL}JuDq{@eHc\qNkX_Dsf@mAcYtLil@`Imd@eCkpAuRaQeFiQ`I}b@fIYbRqF~J{FlCjCpDfOxBmGrXw_A~f@aw@jjBgjDdpAg_Cvk@yeArB{K|DeIjr@{Tpg@cYdJuMzVw@nn@_Zhv@s`Anz@ah@noCegB`n@oZle@cf@zf@yb@dVi[|ZuOf_@oXzz@uXhzAwt@|nAqb@vuAio@zqBuyAjs@_Mf_@cQvv@mg@nn@_[xYkWrYoLxSoMrHeVnKmXb|@}f@fd@qUpXaN|GuKp\uUzh@oStV}S``@gh@bq@ik@`e@{YtZs}@zx@ed@dQwXhJkj@tQoL`RuZnPiNhRe@tZjRlf@xMba@FhEoD`Soc@nKsx@vTc]zh@kr@hhAywAlNeRbEgVpP{Tv`@kl@`U{}Ar]saCtKmLjSaBzvA{pAfkAsvAnq@gy@`Z}y@~]yd@mAiZxC_YhFkO`s@k[|}@{bB`fCy}ArhBapBv_@af@a@e|@jTcWd`@sMr~AyWd{A{p@b_Aec@ha@_Kni@_Rpq@a_@rwA_f@ljCumBf}@s\fmAmGt`@kCf^sQdh@uXj_Ci_BvdAw{@de@i[lLwj@`Lck@f`@}d@z`Bmc@rv@uSxk@lFp_AcVpe@mTbMql@jIwqAGu}EpPkeE|EoP`SqRx[sYtS{RjOwMfKn@lw@h[zGBrK_Kpd@sn@df@gq@~_@{S~x@gUzhBk[|hEad@tmD{^`lAma@`~An@tvGjGroG`GtZr@pU~Ld]nM`lB_b@`iAkTn]n@xXrB~HjInHpk@vJtQzb@hAz^oAlNt@bs@~b@|`@bTd_A{V~xB_pAreByhAds@gVvjAgw@fLsPlQgwA|KeMdXcLdOyB|cA|^bUp@|OcEbxCvUthEtMpw@qUfbAsGdY[tOza@jp@bCj[sBnRgE|[lBfmAq`AvaAq}@zf@o}@na@gm@ds@wn@nFmYvJgJppAsP~aA{h@dw@}b@ve@iBvh@F|b@ySrYgP`c@ye@juDcvE|vB_|CuPuoAwEg^xUaq@nbAg}Cb_@mz@|k@mf@`qFmrEf[k`@vYyjClZwkCzf@ehBbpBygHvy@wwC~DyGzJLfy@tAlnCk\xaDu_@|pAsOpv@wD`{B`JddBwg@txGde@v|A|Uf{BkCnsC}D`w@hFpa@WlfBjk@vqAhPl`D`v@bpBr[jEjMY`zAEz{AtJfTjUhGj`CiGp|@pQdKfFLdCiKi@O`B
67,19,20,Oaxaca-Oaxaca+Puebla-Puebla,"(17.0812951, -96.770751)","(19.040034, -98.2630052)",353415,geggBposmQgHqUkMs@]gQiBmJqMsPqHiOyIaGqx@x_@_LkBsc@`NgVnNyW~XoKd@iXo]m@s@gvAjcAmeAx\xJltBvDtwAQ|c@c^~]at@pp@gOb\e_AlYigA`{@miCvYkq@|\m\pQkO|XsJj\sWdZcy@ri@oyBpl@gwB`{Cag@naAcXdcAdW|g@g@vWca@p_AnN`g@`Tdx@}FlUci@nlA__@|aA{Yr[}Hf]mCrc@aVlKuh@n[{i@xd@mSvHmDz[yUp^oCvXwYdXozA|Yoe@\{Mrv@oOlUgC~^wS|bAku@xf@sQfzA{Zx`@eRzx@}MpV~@z\LtUoO`Y{[rbAumA~jBe{@d{@gNxdAqh@nu@qdBdgCeq@dcBm_@xt@ybBlsAwmA~d@}nBvCehA~GifAja@kmAdo@urAffA_sAzf@sb@dP_Qt^ucA`rAc}Ap`As|@vIi^`CkRlP_\|Gc^rMia@hEcf@``@ou@bDu^hN{i@|F}TlDqJdSyp@zr@u{@jLg`AjX_f@~Luo@WggAcRcp@}P_nBoS{m@xQu`A|DqsBj[wzDhb@uzEr|@cvA`Vi_CqTohD}p@sbBcd@czBo\y{AmIiuAdOwhAcBki@eXmkAzIktA~C{l@_Q{o@w^qjBv^uOeNiQzB_v@bXeiC}Rkn@gGwTma@qA_X}QiI{p@aQyQiCsIzLoLzXgO?{LqLoWcAwYgN}NgH_Ko\qb@_NsBsf@wb@gMqZic@cOiMuAuVsHsJ{XVaRgOfFc[kNiXhNwNoIun@V}w@uKyf@KiXqNaKqH{OyOoAyd@l_@oe@lc@ml@jKkQjRq]lKebBhVukDhaBeuBxr@kfArw@qkExpEu_DrqBui@~PioBe{@ml@kEchCvZihBfo@mfAzpBa~@tjB}cAdp@spBtgAofCxtBalAb`Am[hD}aA{J}xAcAsoBfGosBfb@gcA`JmdBbFaxAhXq|Axe@waAzFiY}Cc[u^ge@un@mw@{Kuz@_[yo@uRcj@nYk|@`Dm~@nOmd@H_~A~a@gdE~z@eeJjrAqnEtLa`@pCn@fRuCju@{x@h|A{_CdjE}wDlbHweC`sEeaA`{CkgB`wFmsBfeIssBduIatGrmYi~AxnGubBbzHouAtaLuDbYxIzPbP|F`Fnc@dhAvOf}@tFrz@rdA~hAtj@vFzTuH`Y|HzQpd@lKdpAldAhyAzwAdHrkApf@~ZhLtn@{Dzn@sIdYsZvm@oe@fsAym@xvAsOtv@}d@nh@st@dCau@lTqv@pZsTsEmMiM_P{|@gQvK_J`a@
68,19,29,Oaxaca-Oaxaca+Veracruz-Xalapa,"(17.0812951, -96.770751)","(19.5420462, -96.9199274)",433270,geggBposmQgHqUkMs@]gQ{Pa\kSkWqx@x_@sp@tJao@nh@gf@}]gvAjcAmeAx\xJltBvDtwAQ|c@c^~]at@pp@gOb\e_AlYigA`{@miCvYkq@|\yl@nk@gc@pw@cy@ri@oyBpl@gwB`{Cag@naAcXdcA|Ut`Aca@p_AnN`g@bLrnAci@nlA__@|aAyc@zy@mCrc@aVlKuh@n[{i@xd@{Xre@au@nqA_aCzZsb@`mBwS|bAku@xf@sQfzA{Zx`@c_@hnB}k@jsB{iCdgDgNxdAqh@nu@qdBdgCsqA~xCybBlsAwmA~d@}nBvCehA~GifAja@kmAdo@urAffA_sAzf@st@zo@ucA`rAc}Ap`As|@vIunAl]m`A|Scf@``@a`Cj[o`@rXyp@zr@}|Bve@uvAfLkxBad@_nBoScdFbt@wzDhb@uzEr|@cvA`Vi_CqTohD}p@w}EsaAy{AmIiuAdOwhAcBki@eXmkAzIktA~Cw}Awp@qjBv^_b@iJ_v@bXeiC}Rkn@gGwTma@qA_X}QiI{p@aQm\pHoLzXgO?ke@uNwYgN}Zwe@qb@_NsBsf@wb@gMqZic@yQ_e@ob@{IaRgOfFc[kNiXhNwNoIun@V}w@uKyf@}Nkd@kYkRyd@l_@oe@lc@ml@jK}o@x^ebBhVukDhaBeuBxr@kfArw@qkExpEu_DrqBui@~PioBe{@ml@kEchCvZihBfo@mfAzpBa~@tjB}cAdp@cxFn}DohBleA}aA{JqiEbEwwDhm@mdBbFaxAhXq|Axe@waAzFmu@sc@ge@un@csB{g@yo@uRcj@nYk|@`Dm~@nOuhIh~AeeJjrAqnEtLa`@pCn@fRuCju@{x@h|A{_CdjE}wDlbHweC`sEeaA`{Cy{Eh}PssBduIsNtJbH{iArFavAkRuuAgTsaBudAisBkq@om@yq@_YkuC{pAciEqhAegDkwBmbJi{EaiQuePchCk|ByhAk_@q}Aq`Bel@i\ea@}h@ybCqcBulBypA{_Ae~B{iAuNmTwTgDmYokA{tAyiDydEgiCid@siDwUky@_WcyAanAgbCqsCixBshEw]iq@oq@}`@miCglAawB}gAsmF_uKkx@y}BiA_rBcVeqB}NywChN{_GlQetBt[sp@s[mc@cUguAj`@up@cJy`@ow@S}p@eq@mJurAbRe}@z^wSuDkUeY_EeIgNbLgUzd@mXrg@{X~j@Kvk@yp@va@cWnk@a\nTav@v[ig@|w@g}@fy@{Upp@dCjY_JtQij@rb@ke@hZRxi@ra@
69,19,4,Oaxaca-Oaxaca+Chiapas-Tuxtla,"(17.0812951, -96.770751)","(16.7459946, -93.1645893)",560974,geggBposmQjMwz@b]wYeKo\aTgm@r_@yaAlXh@kGy_@i@iu@|fAwgJp~AmgAbs@o~BbA{{A|lAazD|cBw{FfxCwhFxaD_{EraCcjFlvBybFfgDe`@t`EarBbnBmTbjAwjBjw@hTt_@sr@tdB`T|pAfg@vt@y\zHqVvn@}Z`V{Kzs@JfVi^~Puc@fm@c\ze@_V~t@uBA{^te@dSxkAtr@~aBu`A`nA_VzeAkoAdd@_lAw`@igBx@}r@~Tco@kZ{Rq]kQcIaBnAwW}J{Wr]zBwWi\~YebAyb@oI^{f@kWc@cVcn@sjA_hAi[es@xa@ge@kOuaAx`@e]ly@kMje@qt@qAmlAxo@qk@db@iiBZ}hBri@cbBze@_m@ldAy}@tt@gsB_S}d@~x@yd@zn@}o@dr@rF|nC@dGsYnyAjDxo@{Ubj@u\eb@ub@ds@ihBzLwt@tQ{\q^aT`t@gb@yBg|@aEg~@_IaHqCoa@d_@}eBfi@kCf_@qVlUf@f]{n@fJ}h@b{@w{@`hAeRnXs\jkBmuAbfB_u@`gA{lBft@c`ArrAul@rCieAmBkc@f\yb@~WmB~L}_A~_AyzAnv@q`AmD_}@pDoiAaFglA_\ux@Na[mKmMk@_s@kCuzCey@chCbh@{jG}Qc~CmTu_Ajq@aq@zKi}@oiAqkDw`A}jAacAeuCqCa_K~}@uuD|bByfA`i@kr@df@jNtm@ueCtsAwf@`}A`Adp@aiArKeoBbAabBdm@qUblAucHrOun@w^mF__EosCmuEijA_aCg_By~FwrD{nFazAouGm`FkoH}uFwv@cqG|q@q~H~`AwkK~sAgiGsTycNsFi{Brh@yl@cEmkIdTklIfeB{|IsT}iIpfF}wMxtBiaFdDg}BgUutBbq@ok@xOooGrc@}{Bvq@mx@jB{}ApdDiqL|qBasAhGocBznCyeCbkCewCl_A_uArdBlc@|yGx\x~@mj@|}BcaDn|EodK|{BwlDnjAuhC_Vw}Dm|Agm@wRu}@jTqbBdl@in@pYouFse@quEqqAe|Alm@_m@muBbBivA_aB_m@d[yaA}T{e@`TiMem@mo@iMinAza@aU`XaRca@v@gy@kr@~Eig@iW{b@xd@eq@td@_e@~O_yA}CaeEmmHgkGyiLijFkjH{nHk`EwrHqkFqpBayBsmCa}@idFc|EwiDeeCqnBwVgeBmuBqpAy}BwAqqB{NgtFwWirGjBmhIyg@jC}Hml@}p@gYglAslDqVcaGwb@yrCuh@srAv\miClpB_`Fzy@}^vW}S
